loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default
3288,51100,2023-02-08,31,M,85553.0,self_employed,10.0,SPb,online,consumer,200000,24,18.3,10014.0,640.0,1,41.3,1,0
3289,9179,2023-04-29,23,F,58802.0,employed,0.8,Moscow,branch,consumer,220000,12,20.5,20432.0,558.0,1,49.9,35,0
3290,49781,2023-12-01,29,M,74541.0,employed,8.5,Moscow,partner,car,600000,60,15.5,14432.0,619.0,2,65.8,132,1
3291,56267,2023-12-02,30,F,76995.0,freelance,11.3,Moscow,partner,consumer,320000,36,19.7,11843.0,598.0,1,60.2,187,1
3292,83379,2024-06-22,45,F,66430.0,self_employed,24.4,Siberia,online,car,500000,36,13.2,16895.0,682.0,0,54.9,7,0
3293,24952,2024-09-07,34,F,107493.0,employed,14.9,Moscow,partner,car,740000,60,13.2,16913.0,746.0,1,61.9,6,0
3294,54798,2023-03-15,31,M,58474.0,employed,12.7,Siberia,online,renovation,550000,60,19.0,14267.0,547.0,3,81.1,0,0
3295,99696,2023-07-10,67,M,85939.0,freelance,43.8,Ural,partner,consumer,240000,12,19.3,22152.0,706.0,0,42.0,1,0
3296,51939,2023-11-20,64,M,96856.0,employed,45.0,Siberia,branch,car,690000,36,14.2,23650.0,702.0,1,57.2,20,0
3297,30516,2023-05-27,47,M,139085.0,employed,26.0,SPb,branch,education,340000,48,16.9,9793.0,582.0,5,65.6,3,0
3298,57526,2023-10-11,41,M,21785.0,unemployed,1.1,South,online,consumer,80000,24,22.6,4174.0,535.0,1,65.3,151,1
3299,11449,2023-08-01,24,F,94872.0,employed,5.7,Moscow,branch,car,880000,24,16.3,43214.0,594.0,3,77.0,157,1
3300,51290,2024-09-26,27,M,104535.0,employed,8.3,Siberia,partner,renovation,740000,36,17.1,26420.0,682.0,3,76.7,24,0
3301,87661,2024-12-18,33,F,72456.0,employed,10.7,Moscow,partner,consumer,280000,36,19.2,10292.0,609.0,2,58.1,15,0
3302,73954,2024-01-29,41,F,67139.0,freelance,22.7,South,online,consumer,250000,6,20.8,44231.0,601.0,1,49.6,12,0
3303,23746,2023-12-05,49,M,120305.0,employed,25.6,Moscow,branch,car,910000,48,14.0,24867.0,764.0,4,72.8,0,0
3304,68990,2023-01-22,27,F,65083.0,self_employed,9.0,SPb,online,consumer,220000,24,20.5,11251.0,594.0,4,57.3,0,0
3305,59810,2023-04-15,62,F,87038.0,freelance,37.4,SPb,branch,consumer,330000,6,18.9,58071.0,710.0,2,46.9,3,0
3306,84297,2024-04-10,35,M,97763.0,employed,16.8,Ural,partner,education,230000,24,14.5,11097.0,698.0,2,32.5,17,0
3307,16223,2024-04-03,19,M,48603.0,freelance,0.0,SPb,online,consumer,170000,24,21.2,8752.0,560.0,3,54.4,0,0
3308,73237,2024-03-07,44,M,78093.0,employed,20.0,Ural,branch,education,160000,36,15.1,5554.0,659.0,0,33.2,29,0
3309,3597,2024-12-16,29,M,76777.0,self_employed,8.7,South,online,consumer,260000,24,21.2,13386.0,458.0,2,76.8,136,1
3310,66677,2024-09-10,35,F,137135.0,employed,12.5,Moscow,branch,consumer,480000,24,18.2,24010.0,660.0,3,58.8,0,0
3311,3659,2023-08-09,49,M,92857.0,self_employed,30.8,Moscow,branch,car,660000,60,15.7,15945.0,630.0,3,70.6,21,0
3312,87516,2024-01-14,47,F,47382.0,employed,28.6,Siberia,branch,consumer,180000,6,18.1,31604.0,698.0,5,51.7,7,0
3313,75567,2023-08-10,33,M,65467.0,employed,13.6,Moscow,partner,consumer,190000,24,18.7,9550.0,679.0,2,53.6,41,0
3314,16037,2023-09-15,33,M,36102.0,unemployed,0.1,South,online,renovation,180000,36,19.7,6662.0,600.0,0,68.3,14,0
3315,47738,2024-12-13,42,F,57026.0,employed,17.9,Ural,branch,renovation,340000,60,16.7,8395.0,631.0,2,49.6,0,0
3316,72678,2024-01-02,46,F,50661.0,freelance,25.7,Moscow,branch,consumer,140000,48,19.9,4253.0,631.0,5,65.1,0,0
3317,13109,2023-12-15,31,M,109910.0,employed,9.7,Moscow,online,consumer,330000,36,20.2,12298.0,597.0,2,54.5,37,0
3318,23010,2023-08-13,25,M,51278.0,employed,3.6,Siberia,online,car,350000,12,16.0,31756.0,555.0,1,68.4,0,0
3319,9787,2024-12-14,53,F,81463.0,freelance,28.7,South,branch,renovation,700000,60,18.7,18043.0,554.0,1,79.7,0,0
3320,9472,2023-08-24,31,F,174638.0,employed,8.5,Moscow,online,consumer,550000,24,18.2,27511.0,738.0,1,50.1,20,0
3321,24383,2023-07-02,34,M,96326.0,freelance,13.9,Moscow,branch,car,830000,24,17.3,41157.0,570.0,2,84.3,10,0
3322,62709,2024-12-12,36,M,85181.0,employed,17.9,South,partner,consumer,360000,36,17.1,12853.0,759.0,0,41.5,6,0
3323,70785,2024-03-19,27,M,55750.0,employed,8.3,Ural,branch,consumer,160000,24,19.0,8065.0,612.0,2,40.4,27,0
3324,35518,2024-09-14,37,M,123693.0,self_employed,11.0,Moscow,partner,consumer,370000,48,19.6,11181.0,558.0,2,56.9,13,0
3325,54909,2023-01-06,31,F,139200.0,employed,8.3,SPb,online,consumer,480000,36,19.2,17643.0,670.0,1,53.3,0,0
3326,19351,2023-08-24,47,F,104752.0,employed,13.0,South,partner,consumer,330000,36,18.9,12080.0,703.0,1,57.8,9,0
3327,70624,2023-05-07,33,F,66484.0,self_employed,4.0,Ural,online,renovation,460000,48,18.6,13657.0,592.0,3,62.7,26,0
3328,54330,2023-04-14,19,M,79452.0,employed,0.0,SPb,partner,consumer,180000,12,19.1,16597.0,667.0,2,34.0,0,0
3329,16282,2024-04-24,30,F,117644.0,employed,11.8,Moscow,branch,car,810000,60,14.5,19058.0,653.0,2,70.6,11,0
3330,85866,2023-06-04,25,M,42919.0,freelance,2.0,Siberia,branch,car,350000,60,13.9,8126.0,706.0,2,45.3,0,0
3331,22778,2023-09-14,33,F,82299.0,freelance,10.4,Moscow,online,renovation,490000,48,19.9,14885.0,533.0,0,64.1,0,0
3332,25264,2023-08-23,30,M,80988.0,employed,11.3,Ural,branch,consumer,280000,24,19.8,14223.0,640.0,0,60.7,172,1
3333,60675,2024-05-14,58,M,176698.0,employed,36.7,Ural,partner,education,440000,36,14.2,15081.0,751.0,1,48.3,1,0
3334,6075,2023-10-16,30,F,41915.0,self_employed,1.5,Ural,online,consumer,110000,36,18.0,3977.0,732.0,1,41.1,0,0
3335,76948,2024-05-24,35,M,111478.0,employed,13.6,Moscow,partner,car,960000,48,14.6,26523.0,717.0,1,81.6,22,0
3336,49454,2024-07-05,49,F,75401.0,employed,26.0,Siberia,online,car,560000,24,14.1,26914.0,700.0,2,53.9,12,0
3337,29365,2024-12-09,36,F,32999.0,unemployed,0.4,Ural,partner,car,350000,36,16.7,12426.0,534.0,2,64.9,15,0
3338,73766,2024-07-22,37,M,83941.0,employed,15.1,SPb,online,renovation,350000,48,17.4,10172.0,591.0,2,51.1,31,0
3339,49200,2023-10-25,65,F,113428.0,self_employed,45.0,Moscow,branch,consumer,330000,36,18.3,11980.0,726.0,0,34.0,19,0
3340,12002,2024-09-01,42,M,69681.0,freelance,23.8,SPb,branch,car,620000,60,14.2,14491.0,663.0,0,50.5,14,0
3341,14947,2023-05-17,22,M,68490.0,self_employed,1.6,SPb,online,car,440000,60,15.3,10537.0,628.0,4,57.6,17,0
3342,80222,2024-01-11,21,F,43886.0,freelance,0.0,Siberia,partner,consumer,150000,12,20.6,13938.0,597.0,2,44.0,23,0
3343,95840,2023-03-28,19,F,81925.0,employed,0.0,Ural,branch,consumer,220000,12,19.5,20327.0,597.0,1,50.3,36,0
3344,79610,2024-02-23,23,M,80738.0,employed,0.0,South,partner,consumer,260000,6,20.8,46000.0,510.0,0,62.4,26,0
3345,53142,2023-07-18,49,M,68835.0,freelance,27.4,Siberia,online,car,570000,48,17.0,16447.0,589.0,0,67.5,200,1
3346,57307,2024-04-07,21,M,93062.0,employed,2.6,Ural,partner,consumer,420000,48,19.4,12647.0,604.0,0,57.9,1,0
3347,5493,2024-03-12,40,F,99129.0,self_employed,13.8,Moscow,partner,renovation,780000,12,19.0,71882.0,568.0,1,84.6,2,0
3348,51085,2023-11-06,36,F,102192.0,employed,17.5,Moscow,branch,consumer,380000,48,16.6,10886.0,776.0,0,33.4,5,0
3349,35228,2024-08-18,30,M,39571.0,freelance,7.7,Moscow,partner,car,370000,48,14.7,10241.0,662.0,1,51.7,20,0
3350,80676,2023-10-08,60,F,64106.0,employed,41.5,SPb,online,consumer,230000,24,19.7,11672.0,644.0,0,34.1,30,0
3351,52875,2023-11-19,24,M,84292.0,employed,0.0,Siberia,partner,consumer,210000,24,20.2,10709.0,613.0,2,60.7,20,0
3352,32655,2024-12-02,39,M,106225.0,employed,19.8,Siberia,branch,consumer,300000,6,17.8,52628.0,636.0,0,38.1,45,0
3353,44472,2023-06-01,41,F,51892.0,self_employed,20.9,Moscow,partner,renovation,380000,60,19.1,9878.0,570.0,1,54.0,29,0
3354,50437,2023-10-29,31,M,104733.0,employed,11.1,SPb,branch,car,810000,60,15.2,19355.0,637.0,2,63.3,28,0
3355,50416,2023-10-05,42,M,79819.0,self_employed,23.7,SPb,online,consumer,240000,24,19.8,12192.0,629.0,0,42.4,13,0
3356,60711,2024-10-12,38,F,92814.0,employed,18.0,SPb,branch,renovation,540000,24,16.2,26492.0,670.0,5,66.4,21,0
3357,7816,2024-11-18,31,M,47495.0,employed,12.5,SPb,online,consumer,150000,36,18.6,5468.0,624.0,0,38.0,15,0
3358,78175,2023-01-08,24,M,69195.0,freelance,1.1,SPb,partner,consumer,250000,24,20.7,12810.0,581.0,0,67.5,225,1
3359,65307,2023-08-23,24,F,72852.0,employed,0.0,Ural,branch,renovation,550000,12,17.7,50346.0,664.0,2,59.3,12,0
3360,47733,2024-11-05,34,F,48314.0,employed,11.0,Ural,partner,consumer,150000,60,17.3,3752.0,734.0,1,26.0,0,0
3361,96028,2024-07-14,49,F,109501.0,employed,29.3,SPb,online,consumer,330000,12,18.5,30333.0,644.0,4,51.6,0,0
3362,12240,2023-10-29,27,M,80475.0,self_employed,9.0,South,branch,car,740000,48,16.6,21200.0,547.0,0,72.4,35,0
3363,99234,2023-02-07,23,M,23251.0,unemployed,1.3,SPb,branch,education,80000,12,18.6,7357.0,491.0,1,53.3,156,1
3364,93493,2023-05-16,33,F,73868.0,employed,13.0,South,online,consumer,230000,24,20.3,11740.0,595.0,2,51.5,25,0
3365,99344,2024-02-25,35,M,79357.0,employed,13.6,Siberia,branch,consumer,180000,24,18.0,8986.0,657.0,1,27.2,6,0
3366,72363,2023-08-07,32,M,51615.0,employed,8.9,SPb,partner,education,140000,48,14.3,3847.0,763.0,1,31.4,25,0
3367,33762,2023-12-14,35,M,57412.0,freelance,14.3,SPb,branch,car,600000,36,15.7,21005.0,628.0,1,70.2,3,0
3368,9259,2024-06-29,35,M,90447.0,employed,5.5,South,online,consumer,250000,12,18.0,22920.0,723.0,3,63.1,25,0
3369,51139,2023-03-20,43,M,75100.0,self_employed,23.0,SPb,online,consumer,210000,48,18.2,6191.0,725.0,0,28.9,13,0
3370,15849,2023-09-30,37,F,82759.0,employed,16.3,Ural,branch,car,690000,24,14.5,33292.0,667.0,1,60.2,142,1
3371,82768,2023-06-10,23,F,54147.0,freelance,4.2,Siberia,partner,consumer,220000,48,20.4,6742.0,597.0,2,66.4,102,1
3372,90709,2024-11-17,33,F,106290.0,employed,13.0,South,branch,car,810000,48,13.6,21972.0,713.0,3,80.0,1,0
3373,55869,2023-11-04,31,F,31408.0,unemployed,0.3,Moscow,partner,car,350000,48,19.0,10465.0,472.0,1,81.1,238,1
3374,64095,2024-01-09,45,F,87256.0,employed,24.2,South,branch,renovation,450000,48,17.5,13101.0,647.0,1,50.8,21,0
3375,71910,2023-01-09,21,F,68753.0,employed,1.6,South,branch,consumer,230000,48,19.5,6938.0,598.0,3,49.2,163,1
3376,87710,2024-03-19,24,M,68269.0,freelance,5.6,Moscow,partner,consumer,190000,36,20.7,7129.0,622.0,1,63.6,9,0
3377,24567,2023-04-23,27,M,55595.0,self_employed,7.7,Ural,online,education,140000,12,16.6,12742.0,618.0,0,40.4,28,0
3378,36292,2023-07-24,53,M,139610.0,employed,34.9,Moscow,online,consumer,550000,36,19.7,20356.0,645.0,1,59.7,121,1
3379,75813,2024-02-09,55,M,46549.0,unemployed,0.8,Moscow,branch,consumer,140000,36,21.5,5311.0,576.0,2,55.7,0,0
3380,98136,2024-11-28,30,M,68682.0,employed,10.8,Ural,branch,education,160000,60,15.3,3832.0,581.0,0,45.8,124,1
3381,52631,2023-07-16,24,M,74675.0,employed,4.6,Ural,online,consumer,390000,24,19.1,19678.0,632.0,2,43.8,7,0
3382,10885,2023-04-25,29,M,65775.0,employed,8.4,Ural,online,education,220000,60,14.7,5199.0,690.0,1,35.3,8,0
3383,60659,2023-05-01,52,M,127463.0,employed,31.4,Siberia,branch,renovation,560000,24,17.2,27742.0,656.0,4,69.9,179,1
3384,55306,2024-10-14,26,M,47549.0,freelance,5.3,Siberia,branch,car,350000,48,14.5,9652.0,647.0,0,53.6,0,0
3385,67314,2023-03-06,20,M,90635.0,employed,0.0,Moscow,partner,renovation,540000,24,17.1,26725.0,662.0,1,54.0,22,0
3386,66087,2023-10-03,30,F,103856.0,employed,10.0,Ural,partner,consumer,300000,24,18.1,14992.0,717.0,0,40.1,0,0
3387,30165,2023-08-27,39,M,100300.0,employed,15.8,Ural,branch,renovation,610000,12,17.8,55867.0,670.0,3,80.6,0,0
3388,59929,2023-10-29,27,F,121937.0,employed,7.1,Moscow,partner,renovation,860000,36,17.0,30661.0,701.0,1,61.1,26,0
3389,68028,2024-01-27,20,F,38117.0,unemployed,0.1,Moscow,branch,consumer,150000,36,23.6,5853.0,381.0,1,64.1,221,1
3390,96998,2024-06-05,38,F,64987.0,freelance,6.7,SPb,partner,car,360000,36,16.7,12781.0,581.0,2,63.1,121,1
3391,50812,2024-01-04,26,F,74127.0,employed,7.4,South,branch,education,270000,12,15.6,24446.0,618.0,4,46.8,0,0
3392,51500,2023-08-21,37,F,99626.0,employed,15.1,Moscow,partner,education,230000,36,15.9,8075.0,623.0,2,49.5,4,0
3393,80151,2023-07-14,60,M,36432.0,unemployed,0.9,Moscow,online,education,90000,24,17.5,4471.0,606.0,4,73.2,160,1
3394,59643,2023-01-12,40,F,97848.0,employed,16.7,Siberia,branch,car,740000,60,17.1,18431.0,548.0,2,79.5,180,1
3395,45900,2024-11-19,31,F,77163.0,employed,11.4,South,online,consumer,180000,48,17.9,5278.0,674.0,0,31.4,18,0
3396,43946,2023-06-26,57,F,145345.0,employed,37.9,SPb,branch,consumer,420000,48,18.3,12403.0,634.0,2,49.5,17,0
3397,8851,2023-08-05,45,M,118864.0,employed,26.3,SPb,branch,renovation,760000,36,17.5,27286.0,705.0,1,75.1,10,0
3398,17288,2023-01-11,23,M,57650.0,freelance,0.0,Moscow,online,consumer,180000,48,21.6,5632.0,533.0,1,68.0,187,1
3399,73692,2024-03-21,35,F,105976.0,self_employed,13.2,Moscow,partner,renovation,650000,24,17.1,32169.0,712.0,3,62.4,152,1
3400,68580,2024-09-21,41,F,39572.0,unemployed,1.4,Moscow,partner,renovation,180000,48,20.4,5516.0,532.0,1,71.9,173,1
3401,8368,2023-06-13,30,F,114325.0,employed,8.3,Moscow,partner,renovation,590000,60,16.6,14536.0,717.0,1,57.1,3,0
3402,86436,2024-07-04,21,M,77970.0,employed,2.9,SPb,partner,consumer,250000,36,18.6,9114.0,672.0,5,55.0,15,0
3403,97136,2023-02-22,31,M,27265.0,unemployed,0.2,South,online,renovation,180000,48,19.4,5420.0,559.0,0,56.4,102,1
3404,47403,2023-08-06,23,M,69278.0,freelance,2.3,Siberia,online,consumer,280000,24,21.9,14512.0,543.0,2,65.8,9,0
3405,92170,2024-12-18,21,M,66035.0,self_employed,1.1,Ural,partner,consumer,300000,12,19.2,27676.0,639.0,1,48.2,17,0
3406,10168,2023-12-26,30,M,84795.0,employed,6.5,SPb,branch,renovation,610000,60,17.6,15358.0,673.0,1,57.9,32,0
3407,87497,2024-01-20,39,M,96542.0,freelance,18.2,Ural,partner,renovation,750000,60,19.9,19829.0,509.0,0,73.1,140,1
3408,50879,2023-02-25,50,M,88574.0,employed,21.9,SPb,online,consumer,410000,60,17.3,10256.0,783.0,1,37.7,7,0
3409,60871,2023-04-28,35,M,95931.0,employed,11.2,Moscow,online,education,350000,36,16.3,12357.0,621.0,2,59.4,4,0
3410,90388,2023-09-10,27,M,72902.0,self_employed,7.8,Ural,branch,consumer,260000,24,20.7,13322.0,540.0,2,49.6,0,0
3411,99646,2023-06-29,28,F,58967.0,self_employed,4.6,Ural,branch,car,360000,48,15.1,10037.0,609.0,2,50.6,16,0
3412,33174,2024-02-19,33,F,84232.0,self_employed,8.9,South,online,renovation,420000,36,18.3,15247.0,571.0,1,58.6,0,0
3413,93491,2023-08-23,64,F,100271.0,self_employed,35.5,Ural,online,car,1260000,36,14.9,43617.0,709.0,1,84.4,10,0
3414,7581,2024-12-08,39,M,92462.0,employed,21.0,Siberia,branch,consumer,310000,12,18.7,28524.0,541.0,0,43.0,33,0
3415,72853,2023-03-21,27,F,100253.0,employed,2.8,Moscow,branch,consumer,270000,36,19.4,9952.0,630.0,1,41.3,42,0
3416,65046,2024-10-08,60,M,105397.0,self_employed,41.8,Siberia,online,consumer,380000,24,17.9,18953.0,704.0,0,39.8,17,0
3417,50678,2023-01-22,26,F,55093.0,employed,5.7,South,online,consumer,210000,12,19.2,19373.0,600.0,0,38.5,23,0
3418,27649,2024-04-21,24,F,45550.0,employed,4.4,Ural,online,consumer,160000,48,20.0,4869.0,526.0,0,43.9,0,0
3419,89668,2024-03-15,31,F,66311.0,employed,5.4,Siberia,branch,car,490000,48,15.1,13662.0,620.0,0,69.3,20,0
3420,83325,2024-07-23,56,F,76009.0,employed,36.4,South,online,renovation,460000,36,17.1,16423.0,625.0,1,59.8,13,0
3421,15567,2023-04-03,27,M,21837.0,unemployed,0.3,SPb,branch,consumer,80000,12,21.7,7476.0,542.0,1,52.4,24,0
3422,81404,2023-07-11,32,M,33711.0,employed,10.5,Siberia,branch,renovation,180000,48,17.8,5269.0,590.0,0,31.8,16,0
3423,90906,2023-04-13,43,F,86814.0,employed,24.9,SPb,online,car,970000,36,14.0,33152.0,722.0,1,70.5,25,0
3424,97019,2024-01-31,21,M,50764.0,self_employed,0.3,SPb,online,car,620000,60,17.3,15509.0,506.0,0,77.0,0,0
3425,62944,2023-01-07,23,M,102640.0,employed,2.8,Ural,online,consumer,260000,24,18.6,13056.0,642.0,1,33.6,3,0
3426,79002,2024-10-01,67,F,54419.0,unemployed,0.2,Moscow,online,consumer,150000,60,21.0,4058.0,568.0,0,79.2,90,1
3427,29803,2024-07-20,29,M,104095.0,employed,10.8,South,online,renovation,680000,60,16.9,16863.0,628.0,0,63.3,13,0
3428,19230,2023-08-19,47,F,91593.0,freelance,28.8,SPb,branch,consumer,350000,12,19.6,32355.0,622.0,2,52.6,26,0
3429,18862,2024-07-27,29,F,93992.0,employed,10.4,Moscow,branch,consumer,250000,12,18.2,22944.0,651.0,2,61.8,0,0
3430,44355,2023-08-28,35,M,124514.0,employed,10.9,SPb,branch,education,390000,48,15.6,10973.0,683.0,1,56.2,0,0
3431,32259,2023-03-31,29,M,133476.0,employed,9.7,South,partner,education,360000,12,15.8,32629.0,638.0,2,47.2,0,0
3432,88445,2023-08-20,20,M,81764.0,employed,0.3,SPb,branch,consumer,220000,24,18.7,11058.0,660.0,2,52.4,49,0
3433,31795,2024-04-01,58,M,67207.0,freelance,38.5,Ural,partner,car,860000,36,16.4,30405.0,597.0,2,84.0,139,1
3434,9770,2023-08-21,62,M,144583.0,employed,40.2,South,partner,car,1300000,48,15.7,36643.0,663.0,0,84.4,5,0
3435,12093,2023-12-20,30,M,120817.0,self_employed,11.1,Moscow,online,car,1190000,48,16.1,33786.0,643.0,1,84.6,34,0
3436,47571,2023-11-29,50,M,184713.0,employed,31.8,Moscow,online,consumer,550000,24,18.9,27698.0,706.0,0,51.5,9,0
3437,1193,2024-03-14,21,M,64573.0,freelance,1.6,Moscow,online,car,610000,60,16.2,14899.0,609.0,3,83.9,17,0
3438,18569,2024-01-10,40,F,112537.0,freelance,18.1,SPb,branch,car,1040000,24,17.2,51520.0,568.0,2,84.5,0,0
3439,12190,2023-10-19,33,F,110125.0,employed,7.6,Moscow,branch,consumer,330000,36,18.3,11980.0,677.0,0,36.3,24,0
3440,63824,2023-12-11,38,F,84093.0,employed,19.8,SPb,online,renovation,510000,24,19.0,25708.0,554.0,1,66.6,39,0
3441,43752,2024-10-25,46,M,54484.0,self_employed,23.0,South,partner,consumer,180000,36,19.0,6598.0,631.0,0,35.9,30,0
3442,33327,2024-03-03,38,M,57963.0,employed,19.8,Siberia,online,car,460000,36,14.1,15744.0,687.0,5,58.0,20,0
3443,43070,2024-10-18,34,F,89301.0,employed,14.8,Ural,partner,renovation,480000,48,15.9,13579.0,744.0,3,55.5,22,0
3444,86925,2023-05-10,25,M,48196.0,self_employed,6.9,South,partner,education,170000,24,17.1,8413.0,567.0,1,41.2,15,0
3445,41197,2023-05-21,39,M,23551.0,unemployed,0.8,Moscow,online,car,350000,60,18.7,9022.0,500.0,1,65.3,196,1
3446,3261,2024-02-19,46,F,71242.0,freelance,24.3,Ural,online,car,690000,36,15.7,24156.0,679.0,1,62.7,11,0
3447,94905,2023-04-03,33,M,78909.0,self_employed,13.6,Moscow,partner,renovation,500000,60,19.8,13191.0,515.0,2,76.5,220,1
3448,27512,2024-09-17,48,M,124345.0,employed,28.6,SPb,branch,consumer,270000,36,16.6,9573.0,793.0,1,20.8,0,0
3449,7716,2023-10-11,61,F,29395.0,unemployed,0.2,SPb,branch,car,350000,36,17.2,12513.0,557.0,0,70.3,146,1
3450,87795,2024-10-16,47,F,127489.0,employed,28.7,Moscow,branch,consumer,520000,36,18.0,18799.0,697.0,1,52.8,139,1
3451,29933,2023-08-11,57,M,66355.0,employed,38.5,Siberia,online,car,790000,24,14.0,37930.0,750.0,2,66.1,16,0
3452,5378,2024-04-07,24,M,27624.0,unemployed,0.3,Moscow,partner,renovation,180000,36,20.8,6763.0,448.0,0,82.8,169,1
3453,41583,2024-06-28,29,F,80552.0,employed,10.3,Ural,online,consumer,260000,12,19.4,24010.0,611.0,1,58.3,1,0
3454,86371,2023-10-03,28,F,108790.0,employed,6.1,SPb,online,renovation,690000,48,18.3,20377.0,583.0,1,68.2,90,1
3455,30033,2024-11-12,24,M,72371.0,self_employed,5.2,SPb,online,consumer,200000,24,18.9,10072.0,632.0,2,43.5,12,0
3456,25000,2023-05-20,45,F,140209.0,employed,26.7,Moscow,online,consumer,540000,36,18.8,19740.0,710.0,0,54.8,0,0
3457,76868,2023-12-23,61,F,151213.0,employed,36.1,Ural,partner,renovation,600000,36,17.7,21601.0,637.0,0,58.4,0,0
3458,43604,2024-12-13,38,M,74622.0,employed,13.0,Moscow,branch,consumer,210000,48,18.2,6191.0,661.0,2,49.3,29,0
3459,69336,2023-01-23,20,F,56395.0,employed,0.0,Siberia,online,car,470000,48,15.7,13248.0,598.0,1,77.7,178,1
3460,96074,2023-09-27,48,F,27491.0,unemployed,0.4,Moscow,branch,consumer,50000,6,22.4,8886.0,497.0,0,53.5,213,1
3461,96655,2024-10-26,22,M,95582.0,employed,1.6,Moscow,online,consumer,240000,60,17.9,6081.0,680.0,1,36.6,0,0
3462,74869,2023-11-29,28,F,85822.0,employed,8.4,SPb,partner,car,850000,12,14.6,76559.0,676.0,1,73.3,0,0
3463,6410,2023-03-26,53,M,97671.0,employed,30.8,Ural,online,consumer,200000,60,18.8,5166.0,757.0,1,49.8,0,0
3464,84375,2024-09-12,19,F,65361.0,self_employed,13.9,SPb,online,car,590000,48,14.2,16182.0,657.0,0,58.8,127,1
3465,57044,2023-01-31,42,F,95219.0,self_employed,18.9,Moscow,branch,education,290000,60,15.7,7006.0,608.0,0,52.9,0,0
3466,64315,2023-08-28,22,M,87180.0,employed,1.8,Moscow,online,renovation,580000,48,18.4,17159.0,600.0,0,62.8,10,0
3467,97055,2023-12-29,36,F,63086.0,employed,13.2,Siberia,branch,renovation,320000,36,17.8,11537.0,594.0,0,47.9,8,0
3468,72344,2024-01-24,52,F,115064.0,self_employed,33.5,South,online,consumer,300000,36,21.1,11318.0,546.0,2,56.6,0,0
3469,7796,2024-10-14,35,M,111140.0,employed,16.9,Moscow,partner,renovation,640000,36,16.0,22501.0,667.0,2,65.3,18,0
3470,87716,2024-10-29,25,M,71904.0,employed,3.9,Moscow,branch,renovation,390000,36,16.4,13788.0,663.0,3,53.5,27,0
3471,55245,2023-10-26,41,M,124510.0,employed,22.7,Moscow,branch,education,370000,60,15.3,8861.0,631.0,0,45.1,15,0
3472,44056,2024-01-06,48,F,104737.0,employed,27.6,South,partner,consumer,260000,24,19.6,13182.0,625.0,2,39.9,25,0
3473,18709,2023-04-09,29,F,33185.0,unemployed,0.1,SPb,branch,renovation,200000,48,18.5,5927.0,602.0,2,51.8,41,0
3474,59557,2023-02-16,49,F,87425.0,freelance,29.4,South,partner,consumer,360000,12,20.8,33486.0,572.0,2,69.2,159,1
3475,18543,2024-02-26,38,M,84401.0,self_employed,19.9,SPb,partner,consumer,240000,24,19.9,12203.0,593.0,1,53.4,30,0
3476,38418,2024-04-24,23,M,42732.0,freelance,0.0,South,online,car,370000,24,17.5,18383.0,520.0,1,81.4,133,1
3477,95611,2024-08-01,67,M,110696.0,self_employed,45.0,South,online,renovation,790000,48,16.0,22389.0,775.0,0,63.2,7,0
3478,97038,2023-03-03,22,M,25089.0,unemployed,0.4,SPb,branch,consumer,100000,48,22.2,3161.0,564.0,5,77.7,181,1
3479,17724,2023-04-19,19,M,99503.0,employed,0.8,Ural,branch,consumer,290000,24,21.2,14930.0,497.0,0,50.4,159,1
3480,4828,2024-11-09,38,M,67039.0,employed,16.0,Ural,online,consumer,350000,60,20.0,9273.0,582.0,2,65.5,0,0
3481,18087,2024-07-02,23,M,123084.0,self_employed,0.0,Moscow,online,consumer,550000,36,21.1,20750.0,524.0,3,72.0,209,1
3482,13605,2023-04-29,45,F,104234.0,self_employed,19.9,SPb,partner,consumer,240000,24,18.2,12005.0,770.0,3,58.9,33,0
3483,32337,2024-08-20,23,F,96611.0,employed,0.0,South,online,education,310000,24,17.1,15342.0,504.0,4,79.4,185,1
3484,6482,2024-01-17,30,F,107775.0,employed,5.6,South,online,renovation,860000,12,18.8,79173.0,574.0,2,83.2,22,0
3485,66333,2024-01-27,33,M,86682.0,employed,12.9,South,branch,consumer,290000,24,19.9,14746.0,596.0,0,52.0,21,0
3486,93541,2023-02-21,30,F,85759.0,employed,9.6,South,online,consumer,260000,12,19.3,23998.0,580.0,1,48.1,25,0
3487,89296,2024-08-25,20,F,91115.0,employed,0.0,Ural,branch,education,280000,36,14.5,9638.0,711.0,1,42.8,15,0
3488,51952,2023-10-16,66,F,109797.0,employed,41.2,Moscow,online,education,410000,24,13.9,19666.0,792.0,2,43.8,0,0
3489,6463,2023-12-03,48,M,67056.0,freelance,24.5,Ural,partner,car,510000,60,15.4,12240.0,638.0,1,63.1,0,0
3490,71448,2023-07-23,67,M,92057.0,self_employed,44.4,SPb,online,consumer,210000,6,18.1,36871.0,781.0,3,42.0,0,0
3491,5648,2023-08-26,26,M,59163.0,freelance,4.6,Moscow,branch,renovation,420000,24,17.5,20867.0,649.0,1,43.2,18,0
3492,34623,2024-01-17,49,M,65901.0,freelance,28.1,Siberia,online,car,580000,60,17.6,14602.0,564.0,2,76.0,0,0
